user_id,item_id,price,timestamp
u00934,item03,100,2018-09-30 19:11:22
u00934,item04,100,2018-09-30 19:11:22
u00934,item05,100,2018-09-30 19:11:22
u01865,item02,100,2018-09-30 20:14:21
u01865,item04,100,2018-09-30 20:14:21
u00615,item02,100,2018-09-30 20:41:43
u00824,item01,100,2018-09-30 20:43:38
u00654,item02,100,2018-09-30 21:17:46
u00654,item04,100,2018-09-30 21:17:46
u01101,item01,100,2018-09-30 21:21:47
u01101,item02,100,2018-09-30 21:21:47
u01101,item03,100,2018-09-30 21:21:47
u01101,item05,100,2018-09-30 21:21:47
u01101,item08,200,2018-09-30 21:21:47
u00801,item01,100,2018-09-30 21:21:50
u00801,item03,100,2018-09-30 21:21:50
u01662,item02,100,2018-09-30 21:22:22
u01662,item03,100,2018-09-30 21:22:22
u00625,item01,100,2018-09-30 21:25:26
u00625,item03,100,2018-09-30 21:25:26
u00625,item04,100,2018-09-30 21:25:26
u01624,item01,100,2018-09-30 21:29:35
u01624,item05,100,2018-09-30 21:29:35
u01880,item04,100,2018-09-30 21:34:59
u00011,item02,100,2018-09-30 21:43:34
u00011,item04,100,2018-09-30 21:43:34
u01960,item02,100,2018-09-30 22:18:02
u01960,item03,100,2018-09-30 22:18:02
u01451,item01,100,2018-09-30 22:19:28
u01451,item02,100,2018-09-30 22:19:28
u00255,item01,100,2018-09-30 22:32:40
u00255,item03,100,2018-09-30 22:32:40
u00255,item04,100,2018-09-30 22:32:40
u01458,item01,100,2018-09-30 22:36:02
u01458,item02,100,2018-09-30 22:36:02
u01458,item03,100,2018-09-30 22:36:02
u01458,item06,200,2018-09-30 22:36:02
u01253,item05,100,2018-09-30 22:47:14
u00070,item02,100,2018-09-30 22:50:43
u00070,item03,100,2018-09-30 22:50:43
u00070,item05,100,2018-09-30 22:50:43
u00275,item03,100,2018-09-30 22:54:04
u00275,item06,200,2018-09-30 22:54:04
u01331,item01,100,2018-09-30 22:54:39
u01331,item02,100,2018-09-30 22:54:39
u01331,item05,100,2018-09-30 22:54:39
u00387,item03,100,2018-09-30 23:00:16
u00387,item05,100,2018-09-30 23:00:16
u00559,item03,100,2018-09-30 23:03:18
u01096,item05,100,2018-09-30 23:04:06
u01096,item06,200,2018-09-30 23:04:06
u01770,NA,NA,NA
u01768,item02,100,2018-09-30 23:07:49
u01768,item03,100,2018-09-30 23:07:49
u01248,item02,100,2018-09-30 23:08:54
u00761,item04,100,2018-09-30 23:13:27
u00761,item05,100,2018-09-30 23:13:27
u00761,item06,200,2018-09-30 23:13:27
u01180,item02,100,2018-09-30 23:18:50
u01180,item04,100,2018-09-30 23:18:50
u00664,item04,100,2018-09-30 23:30:22
u00368,item03,100,2018-09-30 23:39:45
u00368,item05,100,2018-09-30 23:39:45
u00938,item01,100,2018-09-30 23:44:34
u01818,item01,100,2018-09-30 23:46:10
u01818,item05,100,2018-09-30 23:46:10
u01258,item03,100,2018-10-01 00:09:21
u01031,item01,100,2018-10-01 00:12:55
u00704,NA,NA,NA
u01851,item03,100,2018-10-01 00:27:50
u01851,item05,100,2018-10-01 00:27:50
u01685,item03,100,2018-10-01 00:29:13
u00491,item01,100,2018-10-01 00:33:28
u00491,item03,100,2018-10-01 00:33:28
u00491,item04,100,2018-10-01 00:33:28
u01099,item02,100,2018-10-01 00:44:24
u00141,item05,100,2018-10-01 00:44:56
u01463,NA,NA,NA
u01282,item01,100,2018-10-01 00:51:03
u01282,item03,100,2018-10-01 00:51:03
u00537,item02,100,2018-10-01 01:02:55
u00537,item05,100,2018-10-01 01:02:55
u01316,item01,100,2018-10-01 01:05:55
u01316,item04,100,2018-10-01 01:05:55
u01054,item01,100,2018-10-01 01:08:13
u01054,item05,100,2018-10-01 01:08:13
u01450,item04,100,2018-10-01 01:13:20
u01227,item04,100,2018-10-01 01:13:33
u01825,item01,100,2018-10-01 01:17:05
u01825,item05,100,2018-10-01 01:17:05
u00059,item01,100,2018-10-01 01:17:40
u00059,item05,100,2018-10-01 01:17:40
u01203,item02,100,2018-10-01 01:19:38
u00001,item01,100,2018-10-01 01:24:17
u01375,item02,100,2018-10-01 01:25:03
u01375,item03,100,2018-10-01 01:25:03
u00065,item03,100,2018-10-01 01:32:55
u00065,item05,100,2018-10-01 01:32:55
u01576,item02,100,2018-10-01 01:35:11
u01723,item01,100,2018-10-01 01:38:12
u01723,item02,100,2018-10-01 01:38:12
u01512,item02,100,2018-10-01 01:42:43
u01512,item03,100,2018-10-01 01:42:43
u01512,item05,100,2018-10-01 01:42:43
u01696,item01,100,2018-10-01 01:43:32
u01573,item02,100,2018-10-01 01:52:06
u00946,item01,100,2018-10-01 01:54:50
u00946,item02,100,2018-10-01 01:54:50
u00946,item04,100,2018-10-01 01:54:50
u00946,item05,100,2018-10-01 01:54:50
u00247,item01,100,2018-10-01 01:56:11
u00247,item04,100,2018-10-01 01:56:11
u01314,item02,100,2018-10-01 01:56:35
u01157,item02,100,2018-10-01 02:00:07
u01157,item04,100,2018-10-01 02:00:07
u00209,item03,100,2018-10-01 02:08:59
u00209,item05,100,2018-10-01 02:08:59
u00347,item01,100,2018-10-01 02:14:36
u00347,item04,100,2018-10-01 02:14:36
u01508,item02,100,2018-10-01 02:17:40
u01508,item05,100,2018-10-01 02:17:40
u01680,item04,100,2018-10-01 02:19:59
u01588,item02,100,2018-10-01 02:23:05
u01588,item03,100,2018-10-01 02:23:05
u01588,item05,100,2018-10-01 02:23:05
u00616,item02,100,2018-10-01 02:26:57
u00616,item04,100,2018-10-01 02:26:57
u00616,item05,100,2018-10-01 02:26:57
u01570,item01,100,2018-10-01 02:31:01
u01570,item04,100,2018-10-01 02:31:01
u01570,item06,200,2018-10-01 02:31:01
u00878,item05,100,2018-10-01 02:44:31
u01480,item02,100,2018-10-01 02:44:46
u01975,item01,100,2018-10-01 02:45:20
u01975,item05,100,2018-10-01 02:45:20
u00446,item02,100,2018-10-01 02:50:09
u00446,item03,100,2018-10-01 02:50:09
u01184,item01,100,2018-10-01 02:50:56
u01194,item01,100,2018-10-01 02:56:40
u01194,item05,100,2018-10-01 02:56:40
u01616,item01,100,2018-10-01 03:04:44
u01616,item05,100,2018-10-01 03:04:44
u00223,item03,100,2018-10-01 03:07:31
u00223,item05,100,2018-10-01 03:07:31
u00223,item09,200,2018-10-01 03:07:31
u00668,item01,100,2018-10-01 03:10:07
u00416,item01,100,2018-10-01 03:11:34
u00155,item05,100,2018-10-01 03:11:39
u01257,item01,100,2018-10-01 03:20:36
u01257,item05,100,2018-10-01 03:20:36
u00071,item03,100,2018-10-01 03:30:02
u00071,item05,100,2018-10-01 03:30:02
u01962,item01,100,2018-10-01 03:34:49
u01446,item02,100,2018-10-01 03:41:05
u01446,item03,100,2018-10-01 03:41:05
u01718,item01,100,2018-10-01 03:41:41
u01718,item02,100,2018-10-01 03:41:41
u01071,item04,100,2018-10-01 03:45:02
u00670,item04,100,2018-10-01 03:45:29
u00670,item05,100,2018-10-01 03:45:29
u01453,item03,100,2018-10-01 03:49:14
u01453,item04,100,2018-10-01 03:49:14
u00774,item03,100,2018-10-01 03:54:11
u00774,item05,100,2018-10-01 03:54:11
u00774,item06,200,2018-10-01 03:54:11
u01002,item01,100,2018-10-01 04:04:40
u01002,item03,100,2018-10-01 04:04:40
u01002,item05,100,2018-10-01 04:04:40
u00119,item02,100,2018-10-01 04:06:00
u00119,item04,100,2018-10-01 04:06:00
u00119,item05,100,2018-10-01 04:06:00
u01489,item01,100,2018-10-01 04:06:59
u01489,item03,100,2018-10-01 04:06:59
u01177,item01,100,2018-10-01 04:14:20
u01177,item02,100,2018-10-01 04:14:20
u00660,item03,100,2018-10-01 04:23:11
u00067,item05,100,2018-10-01 04:23:51
u01147,item02,100,2018-10-01 04:29:46
u01147,item04,100,2018-10-01 04:29:46
u01147,item05,100,2018-10-01 04:29:46
u00372,item01,100,2018-10-01 04:32:46
u00372,item02,100,2018-10-01 04:32:46
u00372,item09,200,2018-10-01 04:32:46
u01660,item01,100,2018-10-01 04:33:41
u01660,item03,100,2018-10-01 04:33:41
u01660,item04,100,2018-10-01 04:33:41
u01660,item05,100,2018-10-01 04:33:41
u01339,item01,100,2018-10-01 04:35:09
u01339,item04,100,2018-10-01 04:35:09
u01339,item05,100,2018-10-01 04:35:09
u01339,item06,200,2018-10-01 04:35:09
u01468,item02,100,2018-10-01 04:38:34
u01468,item03,100,2018-10-01 04:38:34
u01468,item04,100,2018-10-01 04:38:34
u01839,item04,100,2018-10-01 04:40:50
u01839,item05,100,2018-10-01 04:40:50
u00099,item02,100,2018-10-01 04:44:09
u00099,item03,100,2018-10-01 04:44:09
u00099,item05,100,2018-10-01 04:44:09
u00099,item06,200,2018-10-01 04:44:09
u01619,item04,100,2018-10-01 04:49:20
u00479,item01,100,2018-10-01 04:50:10
u00479,item05,100,2018-10-01 04:50:10
u00218,item02,100,2018-10-01 04:55:44
u01005,item02,100,2018-10-01 04:56:01
u01005,item03,100,2018-10-01 04:56:01
u00857,item05,100,2018-10-01 04:58:40
u01952,item01,100,2018-10-01 04:58:53
u00198,item05,100,2018-10-01 05:00:59
u00830,item02,100,2018-10-01 05:03:55
u00830,item03,100,2018-10-01 05:03:55
u00830,item08,200,2018-10-01 05:03:55
u00840,item02,100,2018-10-01 05:04:19
u00840,item03,100,2018-10-01 05:04:19
u00324,item03,100,2018-10-01 05:12:25
u01284,item01,100,2018-10-01 05:14:18
u01284,item03,100,2018-10-01 05:14:18
u01284,item05,100,2018-10-01 05:14:18
u00270,item01,100,2018-10-01 05:16:26
u00270,item03,100,2018-10-01 05:16:26
u00270,item05,100,2018-10-01 05:16:26
u00542,item01,100,2018-10-01 05:19:51
u00542,item02,100,2018-10-01 05:19:51
u00542,item04,100,2018-10-01 05:19:51
u00742,item04,100,2018-10-01 05:20:43
u00742,item10,200,2018-10-01 05:20:43
u01909,item01,100,2018-10-01 05:21:29
u01972,item01,100,2018-10-01 05:32:28
u01972,item03,100,2018-10-01 05:32:28
u01972,item04,100,2018-10-01 05:32:28
u01097,item01,100,2018-10-01 05:35:04
u01097,item03,100,2018-10-01 05:35:04
u01097,item04,100,2018-10-01 05:35:04
u00641,item01,100,2018-10-01 05:35:45
u00641,item05,100,2018-10-01 05:35:45
u01537,item04,100,2018-10-01 05:36:06
u01537,item05,100,2018-10-01 05:36:06
u00573,item05,100,2018-10-01 05:37:58
u00741,item02,100,2018-10-01 05:38:25
u00741,item03,100,2018-10-01 05:38:25
u00965,item04,100,2018-10-01 05:41:29
u00897,item01,100,2018-10-01 05:43:49
u01191,item01,100,2018-10-01 05:47:23
u01428,item03,100,2018-10-01 05:53:07
u00200,item03,100,2018-10-01 05:54:29
u00157,item04,100,2018-10-01 06:01:43
u00085,item01,100,2018-10-01 06:02:25
u00085,item02,100,2018-10-01 06:02:25
u00399,item04,100,2018-10-01 06:06:54
u00399,item09,200,2018-10-01 06:06:54
u01192,item01,100,2018-10-01 06:07:39
u01192,item03,100,2018-10-01 06:07:39
u00715,item02,100,2018-10-01 06:12:16
u00715,item08,200,2018-10-01 06:12:16
u01204,item02,100,2018-10-01 06:15:25
u01204,item03,100,2018-10-01 06:15:25
u01389,item03,100,2018-10-01 06:15:34
u00744,item01,100,2018-10-01 06:24:24
u00744,item03,100,2018-10-01 06:24:24
u00744,item04,100,2018-10-01 06:24:24
u00948,item01,100,2018-10-01 06:28:41
u00948,item03,100,2018-10-01 06:28:41
u01603,item01,100,2018-10-01 06:29:13
u01603,item02,100,2018-10-01 06:29:13
u01603,item03,100,2018-10-01 06:29:13
u01603,item04,100,2018-10-01 06:29:13
u01603,item07,200,2018-10-01 06:29:13
u00766,item01,100,2018-10-01 06:32:37
u00766,item03,100,2018-10-01 06:32:37
u00766,item05,100,2018-10-01 06:32:37
u00609,item02,100,2018-10-01 06:34:05
u00609,item04,100,2018-10-01 06:34:05
u00498,item01,100,2018-10-01 06:37:41
u00498,item02,100,2018-10-01 06:37:41
u01879,item03,100,2018-10-01 06:39:56
u00132,item02,100,2018-10-01 06:40:02
u01973,item02,100,2018-10-01 06:40:49
u01973,item05,100,2018-10-01 06:40:49
u00848,item02,100,2018-10-01 06:48:15
u00848,item05,100,2018-10-01 06:48:15
u01209,item02,100,2018-10-01 06:50:00
u01891,item01,100,2018-10-01 06:54:55
u01084,item03,100,2018-10-01 07:01:45
u01084,item05,100,2018-10-01 07:01:45
u01948,item02,100,2018-10-01 07:11:24
u01948,item04,100,2018-10-01 07:11:24
u01948,item05,100,2018-10-01 07:11:24
u01615,item03,100,2018-10-01 07:11:46
u01615,item05,100,2018-10-01 07:11:46
u00049,item02,100,2018-10-01 07:13:21
u01731,item02,100,2018-10-01 07:16:15
u01731,item04,100,2018-10-01 07:16:15
u01070,item02,100,2018-10-01 07:19:04
u01070,item05,100,2018-10-01 07:19:04
u01014,item04,100,2018-10-01 07:22:05
u01014,item05,100,2018-10-01 07:22:05
u01350,item02,100,2018-10-01 07:22:05
u01350,item03,100,2018-10-01 07:22:05
u01350,item05,100,2018-10-01 07:22:05
u01011,item04,100,2018-10-01 07:23:37
u01351,item01,100,2018-10-01 07:24:32
u01351,item03,100,2018-10-01 07:24:32
u01351,item04,100,2018-10-01 07:24:32
u01651,item04,100,2018-10-01 07:29:04
u01651,item05,100,2018-10-01 07:29:04
u00808,item03,100,2018-10-01 07:29:32
u00808,item05,100,2018-10-01 07:29:32
u00808,item06,200,2018-10-01 07:29:32
u00773,item03,100,2018-10-01 07:31:46
u00773,item04,100,2018-10-01 07:31:46
u01914,item01,100,2018-10-01 07:33:02
u01914,item02,100,2018-10-01 07:33:02
u01459,item01,100,2018-10-01 07:34:32
u01459,item03,100,2018-10-01 07:34:32
u00655,item01,100,2018-10-01 07:36:36
u00655,item03,100,2018-10-01 07:36:36
u00655,item10,200,2018-10-01 07:36:36
u01317,item05,100,2018-10-01 07:37:29
u00289,item03,100,2018-10-01 07:41:10
u00751,item01,100,2018-10-01 07:42:59
u00751,item02,100,2018-10-01 07:42:59
u01150,item01,100,2018-10-01 07:43:28
u01150,item05,100,2018-10-01 07:43:28
u00488,item01,100,2018-10-01 07:45:43
u00488,item02,100,2018-10-01 07:45:43
u01620,item02,100,2018-10-01 07:52:41
u00884,item03,100,2018-10-01 07:54:57
u00884,item04,100,2018-10-01 07:54:57
